student_id,gender,age,subject,exam_score,exam_date,region,grade_level,school,score_status,performance_level
4008,Male,20,Computer,87.87,2025-09-23,Lake Danielhaven,Year 1,Wood Group,Pass,Excellent
9980,Female,22,Computer,81.12,2025-04-11,Novakberg,Year 3,Bryant Inc,Pass,Good
9954,Female,21,Math,61.41,2025-10-14,Jessicaview,Year 4,Woods Group,Pass,Average
2516,Female,21,History,88.14,2025-06-13,Zacharyborough,Year 4,Garrett Group,Pass,Excellent
3566,Male,20,Computer,85.71,2024-10-31,New Brenda,Year 2,"Brown, Jordan and Smith",Pass,Excellent
6418,Female,23,Math,82.28,2025-03-04,South Amanda,Year 1,"Hoover, Alvarado and Ward",Pass,Good
5493,Male,18,English,67.22,2025-02-11,Lake Rebecca,Year 4,Jenkins PLC,Pass,Average
3401,Male,23,English,59.21,2025-06-14,Nealhaven,Year 1,Frederick Ltd,Pass,Average
5860,Female,25,English,98.63,2024-11-04,West Richardberg,Year 3,"Johnston, Wilson and Ashley",Pass,Excellent
8167,Female,19,Math,49.33,2025-02-06,New Adamshire,Year 2,Lopez-Ward,Fail,Low
5993,Male,21,English,65.6,2024-10-28,Port Denisestad,Year 3,Vasquez Group,Pass,Average
5168,Male,19,Computer,46.75,2025-08-02,Jonesborough,Year 2,Thompson-Dunlap,Fail,Low
1259,Male,18,Computer,75.36,2025-07-09,Nicoleburgh,Year 3,Morgan-Bell,Pass,Good
2160,Male,22,Computer,75.12,2025-06-11,Cruzhaven,Year 1,"Gonzalez, Mcbride and Rogers",Pass,Good
2677,Female,25,English,68.7,2024-12-30,Brittanyberg,Year 2,Taylor Group,Pass,Average
1795,Male,21,History,69.0,2025-06-26,Port Edwardfurt,Year 1,Ray PLC,Pass,Average
6343,Female,21,Science,56.81,2025-06-12,New Kimberly,Year 1,Smith-Jackson,Pass,Average
2580,Female,20,English,98.73,2024-10-31,East Joshua,Year 3,"Henry, Haley and Thompson",Pass,Excellent
8808,Male,24,History,86.27,2024-12-07,Brownmouth,Year 3,Galloway Inc,Pass,Excellent
1170,Male,20,Math,52.71,2025-09-29,West Geoffrey,Year 2,Cole-Flynn,Pass,Average
6978,Female,21,Computer,66.07,2024-12-13,Reedchester,Year 3,Bray-Griffith,Pass,Average
2260,Male,22,English,71.98,2025-05-25,South Alexander,Year 1,Douglas LLC,Pass,Good
2846,Female,25,English,49.32,2024-12-14,Marcusport,Year 4,Woods and Sons,Fail,Low
3798,Male,20,Computer,95.6,2025-10-11,Ericside,Year 1,Bennett-Chase,Pass,Excellent
5549,Male,20,History,88.1,2025-03-01,Lammouth,Year 3,Blake-Pham,Pass,Excellent
4586,Male,21,Math,72.96,2025-05-24,Lake Joelborough,Year 3,Rodriguez-Compton,Pass,Good
3372,Male,21,English,56.26,2024-12-03,South Danaview,Year 1,Robles-Thomas,Pass,Average
6373,Female,21,Science,90.48,2025-09-12,Ashleyborough,Year 2,"Stevenson, Curry and Mullen",Pass,Excellent
1106,Female,18,Science,92.46,2024-11-26,West Dariusburgh,Year 1,Evans-Becker,Pass,Excellent
6776,Male,24,History,57.9,2024-12-08,Jacksonmouth,Year 2,"Lang, Long and Prince",Pass,Average
4144,Female,24,Math,72.83,2025-02-17,East Derek,Year 4,Johnson-Tyler,Pass,Good
7472,Female,23,Math,93.63,2025-08-05,Danielborough,Year 1,"Wilkins, Johnson and Davis",Pass,Excellent
8284,Female,21,Math,88.34,2024-11-01,West Alexisport,Year 3,Wilson-Cantu,Pass,Excellent
4086,Male,24,Computer,83.96,2025-07-08,Port Lauren,Year 3,"Holder, Hill and Thomas",Pass,Good
4581,Male,22,Computer,83.78,2025-02-17,Beltranport,Year 3,"Archer, Castaneda and Johnson",Pass,Good
1194,Male,21,Math,45.51,2025-01-02,South Daniel,Year 2,Francis Group,Fail,Low
8525,Male,18,English,90.21,2025-05-18,Victoriaton,Year 3,Hernandez PLC,Pass,Excellent
1532,Male,22,Computer,68.58,2025-05-14,Annton,Year 1,"Singh, Hickman and Adams",Pass,Average
7123,Male,21,History,55.19,2025-07-31,Jorgeborough,Year 2,"Hughes, Alvarado and Austin",Pass,Average
9479,Male,18,History,74.67,2024-10-25,West Edgarfort,Year 2,"Robertson, Perez and Garcia",Pass,Good
9323,Male,24,Math,48.16,2024-10-28,Ortizstad,Year 2,Griffin LLC,Fail,Low
6919,Male,23,Computer,44.45,2025-01-22,West Heatherton,Year 2,Larsen and Sons,Fail,Low
4517,Female,25,Math,61.77,2025-09-21,North Jamesborough,Year 2,Ball-Johns,Pass,Average
6101,Female,21,Science,47.76,2025-10-10,Port Michaelstad,Year 1,Bentley Inc,Fail,Low
2928,Male,19,Computer,90.96,2024-12-02,East Christopherland,Year 1,"Schwartz, Sharp and Park",Pass,Excellent
3807,Male,23,Math,47.52,2025-07-18,North Nancyside,Year 4,Wagner and Sons,Fail,Low
9481,Male,20,English,62.01,2025-03-27,North Matthew,Year 1,Briggs Ltd,Pass,Average
4799,Male,21,History,59.62,2024-11-03,North Rebeccaside,Year 3,"Ramos, Jacobs and Watson",Pass,Average
6035,Male,24,Math,86.18,2025-03-23,Vasquezshire,Year 2,Scott PLC,Pass,Excellent
9871,Male,21,Computer,51.12,2025-08-15,Rogersberg,Year 4,"Gibbs, Murphy and Edwards",Pass,Average
1246,Male,20,Math,77.48,2025-02-21,West Austinberg,Year 2,Parker-Glenn,Pass,Good
4924,Female,23,Science,65.97,2025-09-26,North Brandyton,Year 4,Griffin and Sons,Pass,Average
5067,Male,25,Computer,89.17,2025-02-01,Port Jacobland,Year 4,Ballard PLC,Pass,Excellent
9553,Male,18,Science,61.63,2024-10-23,Lunabury,Year 4,"Romero, Wiley and Vega",Pass,Average
6008,Female,19,Science,77.05,2025-07-15,East Kevin,Year 2,Greer Inc,Pass,Good
4575,Female,20,Math,93.99,2024-12-14,Port Paul,Year 1,"Orozco, Nguyen and Martin",Pass,Excellent
4479,Female,23,Computer,90.86,2025-01-30,Angelaland,Year 1,Barajas-Freeman,Pass,Excellent
4136,Female,23,Computer,65.76,2024-11-21,West Kevinbury,Year 2,Yates-Fry,Pass,Average
5869,Female,21,Math,78.21,2025-09-27,Wallaceport,Year 1,Nichols Inc,Pass,Good
5657,Male,20,Science,73.3,2025-10-12,Port Roy,Year 3,"Miller, Hays and Reed",Pass,Good
8470,Male,22,Math,75.58,2024-12-22,South Daniel,Year 2,Johnson Group,Pass,Good
4279,Female,24,History,74.94,2025-05-16,Smithton,Year 4,Kirby-Bolton,Pass,Good
6918,Female,25,Computer,78.67,2025-05-14,West Andreashire,Year 4,"Villa, Brooks and Tucker",Pass,Good
1129,Male,20,Math,90.3,2024-11-04,North Devinside,Year 1,"Williams, Sullivan and Walker",Pass,Excellent
1685,Male,24,Computer,92.37,2025-10-04,Tranton,Year 3,Rodriguez-Garcia,Pass,Excellent
7492,Female,21,Computer,49.97,2024-12-26,Boltonmouth,Year 1,Rivera PLC,Fail,Low
5117,Female,23,History,46.95,2024-11-26,Mccoyhaven,Year 3,Schmitt-Davis,Fail,Low
6243,Female,24,Math,75.4,2024-11-17,West Megan,Year 4,"Rich, Watson and Simpson",Pass,Good
1441,Male,18,Computer,96.02,2025-03-19,West Amy,Year 2,"White, Sanchez and Briggs",Pass,Excellent
4012,Female,24,Science,89.53,2025-06-28,New Patrick,Year 1,"Martinez, Massey and Smith",Pass,Excellent
8835,Female,21,History,45.33,2025-05-22,Williamchester,Year 4,Robertson PLC,Fail,Low
8275,Male,21,History,89.17,2025-02-12,Chenmouth,Year 2,Edwards-Owens,Pass,Excellent
5053,Male,22,Science,65.85,2025-07-26,Bennetthaven,Year 1,Parker Ltd,Pass,Average
7432,Male,22,History,65.11,2025-07-05,Cowanstad,Year 1,"Wood, Ortiz and Duncan",Pass,Average
1983,Female,19,Computer,72.78,2025-09-11,Lake Kendra,Year 3,"Juarez, Berry and Alexander",Pass,Good
4319,Female,24,Science,77.64,2025-08-12,South Barbaraville,Year 3,Garcia LLC,Pass,Good
9421,Male,18,History,45.25,2025-01-30,Wilkersonmouth,Year 1,"Rogers, White and Bradley",Fail,Low
5071,Male,25,English,91.6,2025-03-14,Cooperview,Year 3,"Obrien, Gilbert and Wilson",Pass,Excellent
5070,Female,22,Math,76.25,2024-12-15,Alberthaven,Year 2,"Jones, Miller and Arellano",Pass,Good
9616,Female,18,Math,92.26,2024-11-27,Johnton,Year 2,Bryant Group,Pass,Excellent
7252,Female,24,English,57.54,2025-07-14,Lisaland,Year 3,Stevens LLC,Pass,Average
4808,Male,19,Computer,62.73,2025-06-18,South Francisco,Year 2,"Lowe, Fowler and Smith",Pass,Average
4822,Male,20,Math,55.39,2024-12-09,Port Julia,Year 1,Riggs and Sons,Pass,Average
9132,Female,19,English,62.13,2025-01-02,Knapptown,Year 4,Gomez PLC,Pass,Average
6250,Female,24,Computer,59.89,2025-05-15,Hughesview,Year 2,"Salinas, Houston and Rowe",Pass,Average
7418,Female,21,Computer,57.0,2025-04-17,Lake Ashley,Year 4,"Thompson, Jordan and Blanchard",Pass,Average
7268,Female,19,Math,78.99,2025-03-02,Fisherfort,Year 4,Smith-Norris,Pass,Good
7043,Female,20,History,94.8,2025-09-02,North Brian,Year 2,Jackson Inc,Pass,Excellent
3496,Female,22,Math,50.65,2025-05-03,West Mariaborough,Year 1,"Kim, Mata and Kirby",Pass,Average
1618,Male,19,Science,87.32,2025-05-31,Port Kennethton,Year 2,Fisher Inc,Pass,Excellent
2394,Female,21,Math,62.99,2025-02-02,Port Mary,Year 3,Wade-Potts,Pass,Average
7229,Male,18,Computer,87.15,2024-10-25,Port Williamtown,Year 2,Johnson-Haney,Pass,Excellent
2703,Male,23,English,65.55,2024-11-19,Harrismouth,Year 3,"Martinez, Stone and Evans",Pass,Average
9033,Male,19,English,50.62,2025-08-03,New Brent,Year 4,Franklin-Santos,Pass,Average
9643,Female,25,Computer,72.32,2025-04-24,Morrowmouth,Year 4,Stephenson Group,Pass,Good
5661,Female,20,History,95.26,2024-12-07,Leefurt,Year 3,Lowe-Cole,Pass,Excellent
1725,Male,18,English,63.85,2025-08-08,South Latoya,Year 4,"Clayton, Ryan and Alvarado",Pass,Average
8559,Female,18,Computer,56.81,2025-10-10,Joannaville,Year 3,Steele Group,Pass,Average
6955,Male,19,Science,70.57,2025-02-11,Shawnfort,Year 3,"Gaines, Barton and Johnson",Pass,Good
2287,Female,19,English,76.77,2025-02-04,Wangchester,Year 3,Ramos Group,Pass,Good
6142,Male,21,English,84.85,2024-11-26,Victorborough,Year 1,"Valencia, Kennedy and Green",Pass,Good
5031,Male,18,History,44.44,2024-11-25,New Victoriaport,Year 1,Price-Garcia,Fail,Low
7980,Female,23,Science,77.03,2025-02-04,Brookemouth,Year 4,Cisneros-Reed,Pass,Good
1528,Female,23,Math,91.39,2025-01-07,South Mark,Year 4,Davis-Davis,Pass,Excellent
3630,Female,25,History,42.38,2025-04-14,Wendyborough,Year 4,"Mitchell, Weeks and Reynolds",Fail,Low
6076,Male,23,English,87.98,2025-05-23,Port Rachel,Year 3,Moore and Sons,Pass,Excellent
8778,Male,21,Computer,95.26,2025-03-27,Cainland,Year 4,Butler Group,Pass,Excellent
6130,Female,20,Science,55.89,2025-07-29,Port Isaac,Year 4,Nelson-Ruiz,Pass,Average
3197,Female,24,Science,94.43,2025-07-17,Markfurt,Year 4,Mitchell Inc,Pass,Excellent
1704,Female,19,Science,42.89,2025-03-18,Robertville,Year 4,Parks Group,Fail,Low
5479,Female,20,Math,56.77,2025-05-05,Fernandezland,Year 3,"Jones, Watson and Kirby",Pass,Average
9791,Female,19,Math,44.36,2025-06-22,Gilbertfurt,Year 1,Perez and Sons,Fail,Low
2828,Male,25,English,73.89,2025-08-12,Ashleyview,Year 4,Anderson-Smith,Pass,Good
2990,Female,21,Computer,55.7,2024-10-27,East Vincenthaven,Year 2,Hale-Thomas,Pass,Average
5839,Male,19,English,86.46,2025-07-27,Richmondland,Year 4,Young Inc,Pass,Excellent
7743,Female,24,Science,56.2,2025-01-24,North Kyle,Year 2,"Lewis, Wheeler and Santiago",Pass,Average
9955,Male,24,Math,86.97,2025-02-01,Lake Taylorshire,Year 3,"Chandler, Stewart and Payne",Pass,Excellent
4214,Male,18,Math,66.34,2025-08-13,Port Daniel,Year 4,"Roberts, Thompson and Welch",Pass,Average
8922,Male,20,English,88.95,2025-02-26,North Joseph,Year 4,"Brown, Torres and Cruz",Pass,Excellent
9113,Female,19,Science,76.4,2025-07-20,West Kimberly,Year 3,"Brown, Estrada and Chavez",Pass,Good
7550,Female,19,History,46.25,2025-05-31,South Richardbury,Year 1,"Gordon, Morgan and Mendoza",Fail,Low
1476,Male,20,Computer,63.57,2025-04-27,South Jeffreyberg,Year 3,Morgan LLC,Pass,Average
9785,Male,25,Computer,56.25,2024-12-19,Mooreside,Year 2,Miller Group,Pass,Average
6832,Male,21,Computer,51.21,2025-06-09,East Michelle,Year 1,Bailey-Riley,Pass,Average
7007,Female,19,Science,58.18,2024-10-28,Allisonhaven,Year 2,Montes LLC,Pass,Average
4138,Female,25,English,68.44,2025-10-18,Davidbury,Year 4,Simmons Inc,Pass,Average
2288,Male,22,Math,92.16,2025-09-19,New Jonathon,Year 4,"Wells, Davis and Hughes",Pass,Excellent
2137,Female,25,Computer,81.97,2024-11-03,North Leah,Year 3,Barrett Group,Pass,Good
1830,Female,25,Computer,77.07,2025-08-29,Philipmouth,Year 1,Mcguire and Sons,Pass,Good
5072,Male,18,English,75.24,2025-07-07,Woodberg,Year 3,"Cardenas, Thomas and Jones",Pass,Good
2043,Female,20,Science,74.4,2025-03-12,Bowenstad,Year 3,Anderson-Brown,Pass,Good
7969,Female,22,Science,84.29,2025-04-14,Barrymouth,Year 2,Burke-Klein,Pass,Good
4124,Male,19,English,89.43,2024-12-30,Leeville,Year 1,Blake-Francis,Pass,Excellent
8549,Male,25,Computer,76.45,2025-10-20,Dustinshire,Year 3,Cortez-Parrish,Pass,Good
6386,Male,24,History,91.31,2025-03-04,North Jasminemouth,Year 4,Garrett Inc,Pass,Excellent
3343,Male,21,English,74.44,2025-01-28,Lake Edward,Year 1,Morgan Ltd,Pass,Good
6115,Female,24,English,60.2,2025-01-28,New Larryview,Year 4,Davis LLC,Pass,Average
8174,Female,25,History,90.57,2025-10-08,North Darrellshire,Year 3,Turner Group,Pass,Excellent
7459,Female,25,Math,87.14,2025-03-10,Port Alexanderview,Year 1,"Drake, Horton and Cannon",Pass,Excellent
4246,Male,23,History,41.45,2025-03-25,North Melanie,Year 4,Knight-Garcia,Fail,Low
1015,Female,23,English,97.81,2025-05-23,West Deborahborough,Year 3,Sheppard-Walker,Pass,Excellent
2084,Male,19,English,92.36,2024-12-26,Fryehaven,Year 4,Gutierrez-Pace,Pass,Excellent
9038,Female,25,English,56.75,2025-03-22,New Jeffreymouth,Year 3,Rasmussen and Sons,Pass,Average
1333,Female,21,History,53.95,2024-11-11,Brennanport,Year 3,Rasmussen PLC,Pass,Average
6172,Male,25,History,64.52,2025-08-23,Port Jeff,Year 4,Hubbard-Humphrey,Pass,Average
1456,Female,19,History,64.52,2025-03-22,Jacksonmouth,Year 2,"Martinez, Porter and Cortez",Pass,Average
2608,Male,23,Computer,82.4,2024-11-03,Mirandamouth,Year 2,"Bryant, King and Bell",Pass,Good
6319,Female,22,English,81.16,2025-09-17,North Edward,Year 2,Morris Ltd,Pass,Good
3100,Male,23,Science,87.33,2025-03-20,Jacquelineberg,Year 3,Nichols-Summers,Pass,Excellent
7006,Female,23,English,69.27,2025-01-17,Lake Christina,Year 2,Davis and Sons,Pass,Average
2720,Male,23,History,77.49,2025-02-11,Brownfort,Year 4,Clark-Tran,Pass,Good
8707,Female,19,English,55.41,2025-03-03,Jonathanbury,Year 1,Hernandez Group,Pass,Average
2585,Female,18,History,60.35,2025-03-17,Blackland,Year 4,Buck Group,Pass,Average
6763,Male,19,English,94.39,2025-08-08,Port Nicole,Year 2,Bailey-Collins,Pass,Excellent
7646,Male,21,Math,42.96,2025-06-13,Riosport,Year 4,Navarro-Herrera,Fail,Low
4225,Male,23,History,76.21,2025-07-06,Leahside,Year 2,"Smith, Burton and Moreno",Pass,Good
3536,Female,24,Computer,98.28,2025-04-26,Lake Carrie,Year 1,"Bryant, Robinson and Lara",Pass,Excellent
5280,Male,20,History,72.05,2025-05-26,East Lindsay,Year 2,Reynolds PLC,Pass,Good
3192,Female,22,Math,76.51,2025-06-19,Shaneville,Year 4,Reese and Sons,Pass,Good
3081,Male,18,Math,54.91,2025-03-10,Jamesmouth,Year 4,"Hill, Sanchez and Hopkins",Pass,Average
2786,Female,20,Computer,42.59,2025-01-07,Whiteton,Year 1,"Jackson, Bryan and Hall",Fail,Low
8120,Female,21,History,44.85,2025-09-13,Lewischester,Year 2,"Edwards, Parsons and Patel",Fail,Low
8488,Female,20,Science,64.11,2025-03-09,Lake Kathleen,Year 4,White LLC,Pass,Average
5627,Female,21,Science,43.25,2025-08-29,Jessicatown,Year 4,"Mccann, Webb and Yang",Fail,Low
6155,Male,23,History,86.31,2024-11-23,Diazfort,Year 4,Ray-Lee,Pass,Excellent
7283,Male,24,Computer,77.7,2025-05-21,Greenside,Year 2,Macias Ltd,Pass,Good
1322,Male,23,Math,54.07,2025-02-10,Port Jacob,Year 3,Cameron Inc,Pass,Average
1897,Female,18,Science,57.74,2025-03-11,Port James,Year 2,Wang PLC,Pass,Average
3124,Female,21,Computer,67.88,2025-03-10,North Davidmouth,Year 1,Hogan-Stevenson,Pass,Average
2509,Male,24,English,82.63,2024-12-05,Diazhaven,Year 2,Coffey and Sons,Pass,Good
3836,Female,19,English,81.29,2025-07-23,West Christopher,Year 3,Huffman LLC,Pass,Good
3155,Female,19,Science,77.88,2025-10-06,Sheilaside,Year 1,Navarro-Reeves,Pass,Good
3601,Male,25,Math,46.22,2025-05-17,Hollymouth,Year 3,Smith Group,Fail,Low
7786,Female,21,English,42.25,2025-04-24,Port Bridget,Year 3,"Delacruz, Grant and Stout",Fail,Low
5281,Female,21,English,62.28,2024-10-31,South Henryborough,Year 2,"Garcia, Richardson and Reynolds",Pass,Average
8701,Male,25,Science,70.29,2025-01-29,South Timothy,Year 1,"Sanchez, Gomez and Mclaughlin",Pass,Good
9335,Male,18,History,92.43,2025-01-22,New Charles,Year 2,"Griffith, Moreno and Johnson",Pass,Excellent
1900,Male,24,Computer,42.38,2024-11-06,Silvahaven,Year 3,"Torres, Mathis and Hernandez",Fail,Low
5954,Male,19,English,41.99,2024-12-25,Port Paul,Year 1,"Blanchard, Edwards and Turner",Fail,Low
1300,Female,22,History,99.1,2024-11-24,East Kevin,Year 2,Barry and Sons,Pass,Excellent
9304,Male,22,English,48.85,2024-11-04,South Amber,Year 2,Vega-Williams,Fail,Low
6443,Male,25,Math,46.29,2024-10-23,East Saraton,Year 3,Roberts LLC,Fail,Low
9594,Male,19,Math,69.27,2025-02-27,Clarkburgh,Year 3,Howard-Fields,Pass,Average
1758,Female,21,Math,40.8,2025-03-04,Greenhaven,Year 4,Watson Group,Fail,Low
1178,Female,18,Computer,43.92,2024-12-14,Woodsfurt,Year 4,"Cantrell, Osborne and Erickson",Fail,Low
1009,Female,19,Science,74.67,2025-06-04,Lake Emma,Year 4,Hoffman Group,Pass,Good
7595,Male,23,English,70.69,2025-05-15,Reneefort,Year 4,Benson-Anderson,Pass,Good
1366,Male,25,Math,46.38,2025-09-16,Allenshire,Year 3,"Mccarthy, Johnson and Payne",Fail,Low
5336,Female,24,English,71.36,2025-01-23,Port Kyle,Year 4,Andersen-Chandler,Pass,Good
4563,Female,19,Math,88.6,2024-11-29,Nathanmouth,Year 1,"Ross, Taylor and Yoder",Pass,Excellent
7307,Female,19,Computer,85.24,2025-06-27,Jacquelineborough,Year 1,"Barber, Lee and Tran",Pass,Excellent
9302,Male,18,History,65.68,2025-03-07,Jessicachester,Year 1,"Underwood, Walls and Miller",Pass,Average
4391,Female,19,Math,77.06,2024-12-26,Christopherbury,Year 4,Davis-Perry,Pass,Good
2981,Male,20,Science,64.96,2025-01-20,Port Courtneyland,Year 2,Strickland-Williams,Pass,Average
1473,Male,25,English,65.57,2025-07-25,New Benjaminmouth,Year 4,Trevino-Ochoa,Pass,Average
4531,Male,21,Science,91.0,2024-11-08,South Courtneymouth,Year 2,Buchanan and Sons,Pass,Excellent
7294,Female,20,History,67.94,2025-04-16,Clarkview,Year 4,Henson LLC,Pass,Average
6529,Female,18,English,86.52,2025-05-05,Taylormouth,Year 3,"Brennan, Smith and Brown",Pass,Excellent
3213,Female,20,History,91.91,2025-05-13,Byrdshire,Year 1,White Group,Pass,Excellent
3506,Male,21,Math,70.92,2025-07-25,West Gabriel,Year 4,Bender-Robinson,Pass,Good
6003,Female,23,Computer,95.0,2024-11-17,Clarkburgh,Year 2,"Thomas, Gray and Hancock",Pass,Excellent
7343,Female,19,History,48.89,2025-07-03,New Jacob,Year 1,Houston-Pruitt,Fail,Low
6317,Female,25,Math,78.83,2024-12-22,Stephensport,Year 1,Carlson and Sons,Pass,Good
9590,Female,18,History,46.85,2025-09-28,Port Donnashire,Year 4,"Gallagher, Carroll and Hamilton",Fail,Low
8330,Male,22,Math,61.66,2025-07-02,Port Staceymouth,Year 2,Montgomery PLC,Pass,Average
1290,Female,24,Science,72.82,2025-01-07,Janechester,Year 3,Mendez Ltd,Pass,Good
7321,Female,23,History,86.57,2025-03-26,Port Carrietown,Year 3,Powell-Oliver,Pass,Excellent
9654,Female,23,Math,51.47,2025-07-22,North Manuel,Year 4,"Young, Johnson and Roman",Pass,Average
6064,Male,22,Math,47.58,2025-03-27,Fieldsfurt,Year 1,"Mitchell, Melton and Sanchez",Fail,Low
9257,Female,22,Science,89.43,2025-07-02,Vargasville,Year 3,Morton-Small,Pass,Excellent
7870,Female,25,Science,50.78,2025-03-20,South Brian,Year 3,"Howard, Day and Garcia",Pass,Average
6941,Female,18,English,74.9,2024-12-28,West Harold,Year 3,Evans PLC,Pass,Good
4030,Male,20,History,42.85,2025-05-22,Ericborough,Year 4,Flores-Fleming,Fail,Low
7652,Female,19,History,43.93,2025-05-18,Emilyfurt,Year 2,Palmer-Graves,Fail,Low
5329,Female,19,Math,51.15,2025-03-31,South Tiffany,Year 4,King Ltd,Pass,Average
1588,Male,21,History,43.45,2025-03-23,East Josephside,Year 1,Anderson Inc,Fail,Low
4682,Male,18,Science,53.95,2025-07-19,North Ann,Year 3,Anderson-Williams,Pass,Average
8323,Female,23,Science,62.85,2025-04-10,South Jamesport,Year 1,"Williams, Romero and Harris",Pass,Average
5881,Male,19,Computer,47.67,2025-06-22,South Cynthia,Year 4,Fisher-Harris,Fail,Low
2548,Female,18,Science,62.47,2024-12-27,Lopezberg,Year 1,Beltran PLC,Pass,Average
2452,Female,25,Math,84.57,2025-01-28,Ginastad,Year 3,Lee Ltd,Pass,Good
7568,Male,18,History,75.78,2025-07-09,Lake Julie,Year 1,Gibson-Stuart,Pass,Good
2492,Male,20,Math,62.28,2025-07-06,Anashire,Year 1,"Rose, Mayo and Wood",Pass,Average
1048,Male,24,English,84.11,2025-05-08,New Savannahhaven,Year 3,Morgan-Burnett,Pass,Good
7286,Male,24,Math,83.99,2024-12-23,Thomasbury,Year 4,"Becker, Mckinney and Williams",Pass,Good
1285,Male,25,Science,49.41,2025-04-08,Davidberg,Year 3,Williams-Fuller,Fail,Low
7779,Male,18,History,41.12,2025-05-17,Lake William,Year 4,Curtis and Sons,Fail,Low
8876,Male,25,Computer,79.64,2025-07-22,South Rebecca,Year 3,Arnold Group,Pass,Good
5937,Female,21,Computer,59.49,2025-04-08,New Matthewview,Year 1,Tran-Ramirez,Pass,Average
2984,Female,23,Science,49.78,2025-09-04,Molinachester,Year 4,"Horne, Miller and Turner",Fail,Low
3278,Female,20,History,61.62,2025-05-03,Simmonschester,Year 3,Flores-Scott,Pass,Average
8155,Male,24,English,75.95,2025-04-04,Aliciaside,Year 4,Barker Inc,Pass,Good
2301,Male,23,Science,56.09,2025-06-29,Lake Colleen,Year 1,"White, Ruiz and Bryant",Pass,Average
4088,Female,25,History,58.97,2025-04-15,Katherineshire,Year 4,Jones-Gonzalez,Pass,Average
7768,Male,18,Computer,83.78,2025-09-02,Farmertown,Year 3,"White, Mcmillan and Villa",Pass,Good
3696,Male,19,Computer,72.66,2025-04-17,Westfort,Year 3,"Blevins, Howard and Adams",Pass,Good
4455,Male,22,Science,66.01,2025-01-29,Bryanton,Year 1,Lee and Sons,Pass,Average
2593,Male,21,Computer,94.96,2025-01-06,New Sarah,Year 4,Smith PLC,Pass,Excellent
4247,Female,25,Computer,41.75,2025-08-16,Williamsfurt,Year 2,Reynolds LLC,Fail,Low
7795,Male,19,Computer,54.54,2025-05-23,North Samantha,Year 1,Wright-Bond,Pass,Average
7448,Male,18,English,81.82,2024-10-30,Christopherland,Year 2,"Hinton, Gutierrez and Rodriguez",Pass,Good
2784,Male,20,Math,66.98,2025-01-31,Jenkinsborough,Year 3,Smith and Sons,Pass,Average
4082,Female,22,History,76.76,2025-05-25,Gabrielmouth,Year 2,"Fischer, Cooke and Hill",Pass,Good
3573,Male,23,Science,73.84,2024-11-18,Michaelhaven,Year 2,"Jacobson, Brown and Boone",Pass,Good
3638,Male,24,History,46.11,2025-06-07,North Michelle,Year 3,"Good, Campos and Miller",Fail,Low
6114,Female,24,Computer,40.08,2024-12-24,Villanuevashire,Year 4,Rowland-Rodriguez,Fail,Low
7540,Female,25,Math,93.07,2025-02-24,Arnoldfurt,Year 2,Wood-Thomas,Pass,Excellent
5998,Female,22,Science,57.42,2025-03-09,Jacobfurt,Year 2,"Reid, Garner and Lee",Pass,Average
6924,Male,20,English,68.34,2025-05-03,Sandovalfort,Year 4,Grant-Anderson,Pass,Average
5412,Female,20,English,69.87,2025-10-03,South John,Year 4,Mitchell PLC,Pass,Average
8520,Male,25,Computer,89.59,2025-07-20,Alexandrahaven,Year 4,"Barrett, Harrison and Wilson",Pass,Excellent
9170,Female,20,Science,44.52,2025-06-22,East Cindyfort,Year 1,Williams-Rojas,Fail,Low
3857,Female,21,Science,98.47,2025-05-02,West Dawn,Year 2,Larson-Lopez,Pass,Excellent
6964,Female,21,Math,94.56,2025-09-13,Lauraborough,Year 2,"Keller, Lopez and Snyder",Pass,Excellent
1670,Female,23,Math,61.83,2025-07-30,East Michael,Year 2,"Villanueva, Edwards and Knight",Pass,Average
9294,Male,22,History,72.53,2025-03-12,Brianhaven,Year 2,"Robinson, Allen and Estrada",Pass,Good
1698,Female,21,History,79.15,2024-11-24,Dennisland,Year 4,Stewart PLC,Pass,Good
4543,Female,24,English,60.7,2025-08-08,East Michelleside,Year 1,Francis LLC,Pass,Average
1999,Male,24,Math,94.08,2025-03-09,Meganside,Year 3,Hampton Inc,Pass,Excellent
7852,Female,25,History,95.83,2025-08-31,Angelabury,Year 2,Marshall and Sons,Pass,Excellent
9624,Male,21,Computer,85.41,2025-07-06,Donnaborough,Year 3,Diaz-Smith,Pass,Excellent
6105,Male,25,Computer,70.52,2025-07-02,Stokesview,Year 2,"Davis, Smith and Martin",Pass,Good
7021,Male,19,English,58.46,2025-05-16,Michelleport,Year 2,Jenkins PLC,Pass,Average
5709,Male,23,History,49.99,2025-01-23,South Kimberlyside,Year 4,"Townsend, Guzman and Schneider",Fail,Low
4335,Female,19,Computer,93.39,2025-08-10,South Kathleen,Year 1,Stewart-Payne,Pass,Excellent
5699,Male,20,History,45.64,2024-10-31,Stacyborough,Year 2,Garcia PLC,Fail,Low
3420,Male,22,English,67.38,2024-10-23,East Jerry,Year 2,Hernandez-Clark,Pass,Average
5637,Male,23,Science,84.4,2024-12-09,North Lacey,Year 4,White-Hobbs,Pass,Good
3425,Male,23,Math,71.25,2025-08-22,Nguyenton,Year 3,"Gonzalez, Long and Farrell",Pass,Good
